,bin_centres,average_attention
522,266.25,6.086475619422093e-06
523,266.75,7.968566522106215e-06
524,267.25,4.044717904784072e-06
525,267.75,5.235820874692929e-06
526,268.25,4.002694400519946e-06
527,268.75,5.957553205052345e-06
528,269.25,7.2994737643263765e-06
529,269.75,9.011048840208715e-06
530,270.25,6.5110681040028474e-06
531,270.75,3.772292210421952e-06
532,271.25,4.9736791874589355e-06
533,271.75,1.041846754555362e-05
534,272.25,1.2905687442175847e-05
535,272.75,1.703080829859756e-06
536,273.25,8.543365549955061e-07
537,273.75,4.93932471776733e-07
538,274.25,1.4973322282274e-07
539,274.75,9.352722585406103e-08
540,275.25,1.0037998475856035e-07
541,275.75,3.0202145964269435e-07
542,276.25,3.4259679111825005e-07
543,276.75,7.179023026223905e-07
544,277.25,1.3626765370581482e-06
545,277.75,1.193578551549897e-06
546,278.25,7.422367239189202e-07
547,278.75,1.8247962203490175e-06
548,279.25,1.122833446892599e-06
549,279.75,6.503534506200836e-07
550,280.25,9.685564423187693e-07
551,280.75,1.1103243581059975e-06
552,281.25,1.1744944615315647e-06
553,281.75,1.8614768830777434e-06
554,282.25,2.5586178971894046e-06
555,282.75,3.3435246479313174e-06
556,283.25,4.209952296598955e-06
557,283.75,6.1696635738568885e-06
558,284.25,8.38976676155209e-06
559,284.75,9.83935609624144e-06
560,285.25,1.5736120301593523e-05
561,285.75,1.3146282481590019e-05
562,286.25,1.783856304100048e-05
563,286.75,9.030529017496155e-06
564,287.25,8.602008125438668e-06
565,287.75,5.897746029491627e-06
566,288.25,5.166269416571461e-06
567,288.75,4.138142467563852e-06
568,289.25,2.103858237433799e-06
569,289.75,3.3030738824863702e-06
570,290.25,1.980924034594258e-06
571,290.75,3.312847526815594e-06
572,291.25,6.490590472664244e-06
573,291.75,8.708557975005952e-06
574,292.25,9.498469172783443e-06
575,292.75,1.851029150154827e-05
576,293.25,1.1331038439083751e-05
577,293.75,7.669664715057101e-06
578,294.25,5.500214947358503e-06
579,294.75,7.198858904268098e-06
580,295.25,3.956844066583323e-06
581,295.75,5.4282733032543526e-06
582,296.25,2.58210807798746e-06
583,296.75,3.064257494427865e-06
584,297.25,7.310156307588879e-06
585,297.75,4.023858453659192e-06
586,298.25,3.7939146528291055e-06
587,298.75,3.812187792298604e-06
588,299.25,1.8175232053761919e-06
589,299.75,1.6312923879216006e-06
590,300.25,2.4132244469316227e-06
591,300.75,5.621264112666836e-06
592,301.25,2.1156841123523038e-05
593,301.75,2.692116002004528e-05
594,302.25,1.775594580763465e-05
595,302.75,9.644370534556594e-06
596,303.25,6.099427027295733e-06
597,303.75,1.6600437296581928e-06
598,304.25,9.112093030549932e-07
599,304.75,1.4115553970511596e-06
600,305.25,4.5253762010843403e-07
601,305.75,1.466907795246249e-07
602,306.25,1.8649307427446181e-07
603,306.75,2.849172973716154e-07
604,307.25,1.2353955597461046e-07
605,307.75,1.749531204597134e-07
606,308.25,1.435580414190147e-07
607,308.75,3.518678827883302e-07
608,309.25,6.908073171988705e-07
609,309.75,3.9788444744203796e-07
610,310.25,4.2354814661242356e-07
611,310.75,4.548581160472799e-07
612,311.25,3.574266215430216e-07
613,311.75,4.92142987028047e-07
614,312.25,7.670844652163403e-07
615,312.75,6.481530910784289e-07
616,313.25,1.1191391972812878e-06
617,313.75,1.6367675818974265e-06
618,314.25,1.8398959459483618e-06
619,314.75,2.2091088709058458e-06
620,315.25,2.6220020187209313e-06
621,315.75,3.301849951609642e-06
622,316.25,4.953238668947648e-06
623,316.75,2.8452894192300685e-06
624,317.25,3.907551411104091e-06
625,317.75,6.587255204897295e-06
626,318.25,5.327847660606274e-06
627,318.75,6.742728724649675e-06
628,319.25,2.810168077792444e-06
629,319.75,1.4185499856624202e-06
630,320.25,1.5981387292729201e-06
631,320.75,1.8922433971837255e-06
632,321.25,7.754162311573042e-07
633,321.75,1.0792303566985294e-06
634,322.25,6.298617140174896e-07
635,322.75,3.304764378601738e-07
636,323.25,2.9969443724351494e-07
637,323.75,3.5025211924593656e-07
638,324.25,2.6120976979391266e-07
639,324.75,2.8030810251072423e-07
640,325.25,1.9797685351860555e-07
641,325.75,1.988315773185067e-07
642,326.25,1.849588409491392e-07
643,326.75,2.0330551191702397e-07
644,327.25,2.1706541996623505e-07
645,327.75,2.3846594177535155e-07
646,328.25,1.7294879531708204e-07
647,328.75,2.497020267409192e-07
648,329.25,2.1200382972753276e-07
649,329.75,1.5563668835324092e-07
650,330.25,1.2333763693045454e-07
651,330.75,1.2351797220799965e-07
652,331.25,9.025239010520048e-08
653,331.75,1.2513206993439722e-07
654,332.25,1.2010633740393102e-07
655,332.75,1.5161891390346726e-07
656,333.25,1.40293158324111e-07
657,333.75,2.279251177373767e-07
658,334.25,4.072236706681763e-07
659,334.75,5.343906476578595e-07
660,335.25,4.347437077971184e-07
661,335.75,3.0808390784357856e-07
662,336.25,1.618834611851613e-07
663,336.75,1.3796876358767971e-07
664,337.25,1.2113983616227828e-07
665,337.75,1.3970416265608975e-07
666,338.25,1.0527429259640027e-07
667,338.75,1.0805897651490181e-07
668,339.25,8.327583058029774e-08
669,339.75,6.51265649588727e-08
670,340.25,5.62029849211081e-08
671,340.75,6.06647657505674e-08
672,341.25,7.562029207821898e-08
673,341.75,9.966459104692761e-08
674,342.25,1.1734979430271931e-07
675,342.75,1.1089859799996808e-07
676,343.25,1.883141908912048e-07
677,343.75,4.1877261969473077e-07
678,344.25,6.375211828309647e-07
679,344.75,1.1152329340951004e-06
680,345.25,1.6547303328508661e-06
681,345.75,1.544350910092372e-06
